division,department,category,incident_id,incident_number,incident_type_id,request_type,request_status,request_priority,reported_date,sr_creation_channel,created_by_user,resolution_code,group_name,address1,city,state,parcel_id,sub_district,creation_date,last_update_date,last_updated_by,ce_category,full_address,location1,_100_block_coordinate,:@computed_region_me95_vbw4,:@computed_region_xf2b_u4zq,:@computed_region_gxae_hf64,:@computed_region_stch_rtry,:@computed_region_dgrd_cuuf,:@computed_region_fuzm_ngj2,:@computed_region_scpn_qt9a,:@computed_region_y9za_kydd,resolution_summary,close_date,postal_code,target_block,:@computed_region_m99d_em2n,followup_date,:@computed_region_nyzj_ikpv,district,map_page,area,zone,collection_day,:@computed_region_qnac_u4vd,resolution_code_meaning,incident_resolved_date,last_modified_date,next_open_task_date,owner_name,street_name,number_of_tasks,created_by,last_update_login,swm_code
Public Works,Street Maintenance,Maintenance-Potholes,7669402,5081968,10266,PW (SM)-Potholes,Closed,Low,2021-03-03T21:58:45.000,WEB,SCF,TDOT - ROUTE,Public Works,0 JAMES RD,MEMPHIS,TN,084024  00002,006,2021-03-04T04:00:26.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,"This street is maintained by the state through TDOT. We will pass this issue along to the local TDOT maintenance staff. To report directly to TDOT, call 901-684.5467",2021-03-05T06:36:06.000,,019,,,,07,,,,,,"This street is maintained by the state through TDOT. We will pass this issue along to the local TDOT maintenance staff. To report directly to TDOT, call 901-684.5467.",2021-03-05T06:36:06.000,2021-03-05T06:40:31.000,,"Butler, Keith D.",JAMES RD,0,3735,3735,
Public Works,Grounds Maintenance,Weeds,7823698,5235490,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-05-01T15:06:26.000,WEB,CAROLYN.DAVIS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,013049  00029,001,2021-05-01T08:00:13.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,Property in Violation,2021-06-07T14:09:10.000,,093,,,,06,42-A,,,,,Weeds Removed - Final Review Completed,2021-05-25T18:35:40.000,2021-06-07T14:09:10.000,2021-05-03T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,3,3735,3735,
Public Works,Grounds Maintenance,Weeds,8056514,5457562,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-10-02T13:00:02.000,WEB,SCF,DUPLICATE,Community Enhancement,0 WAYNOKA AVE,MEMPHIS,TN,044011  00010,002,2021-10-03T04:00:33.000,2023-08-19T17:39:13.000,460101,,0 WAYNOKA AVE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.926170438, 35.137107551]}",3,8,6,1,2,7,1,6,,2021-10-04T08:15:06.000,,065,,,,05,,,,,,Duplicate,2021-10-04T08:15:06.000,2021-10-04T21:57:41.000,2021-10-04T08:00:00.000,"Nelson, Roderick D",WAYNOKA AVE,1,460101,460101,
Public Works,Grounds Maintenance,Weeds,7823642,5235434,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-05-01T14:38:00.000,WEB,CAROLYN.DAVIS,WEEDSCUTOWN,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,013048  00013,001,2021-05-01T08:00:13.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,Property in Violation,2021-06-07T13:40:14.000,,093,,,,06,41-D,,,,,Weeds Removed by Owner,2021-05-25T18:35:31.000,2021-06-07T13:40:14.000,2021-05-03T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,3,3735,3735,
Public Works,Grounds Maintenance,Weeds,7816014,5227990,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-04-27T18:35:11.000,WEB,SAMATHA.OTIS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 HALE,MEMPHIS,TN,037028  00043,002,2021-04-27T16:00:02.000,2023-08-19T17:39:13.000,460101,,0 HALE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.964314941, 35.142072133]}",3,8,6,1,2,7,1,6,CHARGE CLEARED DUE TO PROPERTY NOT 12in VIOLATION AT VENDOR ARRIVAL....,2021-06-21T13:08:50.000,,054,,,,05,,,,,,Weeds Removed - Final Review Completed,2021-05-26T11:55:39.000,2021-06-21T13:08:54.000,2021-04-27T08:00:00.000,"Nelson, Roderick D",HALE,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,7825292,5237046,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-05-03T15:10:09.000,WEB,CAROLYN.DAVIS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00057,003,2021-05-05T11:29:36.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,Property in Violation,2021-06-07T14:15:11.000,,154,,,,06,62-J,,,,,Weeds Removed - Final Review Completed,2021-05-29T13:55:23.000,2021-06-07T14:15:11.000,2021-05-03T08:00:00.000,"Nelson, Roderick D",PARKER,3,460101,460101,
Solid Waste Management,Solid Waste Management,Cart Maintenance,7804774,5216978,10667,SWM-Dead Animal Collection,Closed,Low,2021-04-20T11:02:36.000,WEB,SCF,SWM100,Solid Waste Management,0 JAMES RD,MEMPHIS,TN,072045  00092,005,2021-04-20T12:00:12.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,need more information about this call,2021-04-20T17:02:36.000,,,,,,07,14-L,,,,,See resolution summary,2021-04-20T17:02:36.000,2021-04-20T12:35:21.000,,"Nickelberry, Terence E.",JAMES RD,1,3735,3735,
Public Works,Grounds Maintenance,Weeds,7825310,5237064,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-05-03T15:13:07.000,WEB,CAROLYN.DAVIS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00058,003,2021-05-05T11:29:36.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,Property in Violation,2021-06-07T14:18:09.000,,154,,,,06,62-J,,,,,Weeds Removed - Final Review Completed,2021-05-29T13:50:15.000,2021-06-07T14:18:09.000,2021-05-03T08:00:00.000,"Nelson, Roderick D",PARKER,3,460101,460101,
Public Works,Street Maintenance,Maintenance-Potholes,8556582,5948224,10266,PW (SM)-Potholes,Closed,Medium,2022-10-25T15:19:34.000,WEB,SCF,PWSMPHRD,Public Works,0 NATIONAL,MEMPHIS,TN,062012  00001,006,2022-10-25T16:00:36.000,2023-08-19T17:39:13.000,460101,,0 NATIONAL MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.944307358, 35.168528296]}",3,8,6,1,2,7,1,6,Serviced by Public Works,2022-10-27T13:12:58.000,,,,,,07,,,,,,This pothole has been filled,2022-10-27T13:12:58.000,2022-10-27T08:15:01.000,,,NATIONAL,0,460101,460101,
Public Works,Code Enforcement,Inspection-Structures,7811104,5223334,10409,"CE-Substandard,Derelict Struc",Closed,Low,2021-04-23T12:09:57.000,WEB,SCF,CVOYC,Community Enhancement,0 HARVARD,MEMPHIS,TN,033024  00007,002,2021-04-23T16:00:11.000,2023-08-19T17:39:13.000,460101,VIOLATION (NS),0 HARVARD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.974526661, 35.145096297]}",3,8,6,1,2,7,1,6,SEE SR 5237452,2021-05-03T11:50:07.000,,,,,,05,,,,,,COMP. V.O. - Yard cleaned,2021-05-03T11:50:07.000,2021-05-04T01:35:40.000,2021-04-23T08:00:00.000,,HARVARD,2,460101,460101,
Public Works,Grounds Maintenance,Weeds,7824148,5235922,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-05-01T17:49:18.000,WEB,TAJMAH.POWELL,FINAL-REVIEW-COMPLETED,Community Enhancement,0 ALSTON,MEMPHIS,TN,014010  00010,006,2021-05-02T04:00:14.000,2023-08-19T17:39:13.000,460101,,0 ALSTON MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.040762193, 35.123168712]}",3,8,6,1,2,7,1,6,Property in Violation,2021-06-18T09:16:13.000,,095,,,,06,35-O,,,,,Weeds Removed - Final Review Completed,2021-06-11T13:10:07.000,2021-06-18T09:16:13.000,2021-05-03T08:00:00.000,"Nelson, Roderick D",ALSTON,3,3735,3735,
Public Works,Grounds Maintenance,Weeds,7825336,5237090,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-05-03T15:20:00.000,WEB,CAROLYN.DAVIS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00034,003,2021-05-05T11:29:36.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,Property in Violation,2021-06-07T14:19:38.000,,154,,,,06,"62-E,J",,,,,Weeds Removed - Final Review Completed,2021-05-29T13:50:16.000,2021-06-07T14:19:38.000,2021-05-03T08:00:00.000,"Nelson, Roderick D",PARKER,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,7823648,5235440,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-05-01T14:43:37.000,WEB,CAROLYN.DAVIS,WEEDSCUTOWN,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,013048  00012,001,2021-05-01T08:00:13.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,Property in Violation,2021-06-07T13:46:23.000,,093,,,,06,41-D,,,,,Weeds Removed by Owner,2021-05-25T18:35:34.000,2021-06-07T13:46:26.000,2021-05-03T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,3,3735,3735,
Public Works,Grounds Maintenance,Weeds,7938792,5349636,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-07-17T15:54:46.000,WEB,RUSSELL.SIMMONS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,025037  00025,006,2021-07-18T04:00:12.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,Closed by reolve list,2022-01-26T14:26:09.000,,094,,,,06,42-B,,,,,Weeds Removed - Final Review Completed,2021-10-11T15:45:12.000,2022-01-26T14:26:09.000,2021-07-19T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,3,460101,460101,
Public Works,Code Enforcement,Inspection-Structures,8097978,5495596,10409,"CE-Substandard,Derelict Struc",Closed,Medium,2021-11-08T16:45:12.000,WEB,SCF,CO,Community Enhancement,0 HARVARD,MEMPHIS,TN,033024  00007,002,2021-11-09T06:00:59.000,2023-08-19T17:39:13.000,460101,NOT-CATEGORIZED,0 HARVARD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.974526661, 35.145096297]}",3,8,6,1,2,7,1,6,co see sr 5513736,2021-12-02T09:45:04.000,,,,,,05,,,,,,"Closed, Other",2021-12-02T09:45:04.000,2021-12-02T21:56:14.000,2021-11-08T08:00:00.000,,HARVARD,1,460101,460101,
Public Works,Grounds Maintenance,Weeds,8079106,5478516,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-10-20T19:12:37.000,WEB,TAJMAH.POWELL,COMPLIANCE,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00034,003,2021-10-21T04:00:49.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,Property in Violation,2021-10-22T13:54:33.000,,154,,,,06,"62-E,J",,,,,In Compliance,2021-10-22T13:54:33.000,2021-10-22T13:54:35.000,2021-10-20T08:00:00.000,"Nelson, Roderick D",PARKER,2,460101,460101,
Public Works,Grounds Maintenance,Weeds,7938404,5349252,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-07-17T13:12:55.000,WEB,RUSSELL.SIMMONS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,013049  00029,001,2021-07-18T04:00:12.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,Weeds Removed - Final Review Completed,2021-11-04T14:49:35.000,,093,,,,06,42-A,,,,,Weeds Removed - Final Review Completed,2021-09-12T17:30:12.000,2021-11-04T14:49:38.000,2021-07-19T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,8078664,5478368,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-10-20T19:08:34.000,WEB,TAJMAH.POWELL,OTHER,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00051C,003,2021-10-21T04:00:49.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,Grounds will resume cutting in Spring 2022,2022-02-24T08:55:08.000,,154,,,,06,,,,,,Please see Resolution Summary,2022-02-24T08:55:08.000,2022-02-24T08:55:10.000,2021-10-20T08:00:00.000,"Nelson, Roderick D",PARKER,2,460101,460101,
Public Works,Code Enforcement,Inspection-Junky Yard,8030202,5433638,10395,CE-Junky Yard,Closed,Low,2021-09-14T15:48:03.000,WEB,CHRISTOPHER.J.JONES,CVOYC,Community Enhancement,0 JAMES RD,MEMPHIS,TN,083037  00012,006,2021-09-15T04:00:33.000,2023-08-19T17:39:13.000,460101,VIOLATION (NS),0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,,2021-10-09T09:35:04.000,,021,,,,07,15-H,,,,,COMP. V.O. - Yard cleaned,2021-10-09T09:35:04.000,2021-10-11T22:09:49.000,2021-09-14T08:00:00.000,"Nelson, Roderick D",JAMES RD,2,460101,460101,
Public Works,Heavy Equipment Services,Cleanup,7839900,5252128,10203,PW (HE)-Street Cleaning,Closed,Low,2021-05-11T14:51:29.000,WEB,SCF,STCLEANING,Public Works,0 JAMES RD,MEMPHIS,TN,072119  00002C,007,2021-05-11T16:00:02.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,,2021-05-18T09:08:45.000,,011,,,,07,,,,,,Street Sweeping is on Schedule,2021-05-18T09:08:38.000,2021-05-18T09:08:45.000,,"Terry, Denise Lashall",JAMES RD,0,460101,460101,
Public Works,Grounds Maintenance,Weeds,7938822,5349666,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-07-17T16:09:14.000,WEB,RUSSELL.SIMMONS,WEEDSCUTOWN,Community Enhancement,0 GLANKLER,MEMPHIS,TN,037038  00046,002,2021-07-18T04:00:12.000,2023-08-19T17:39:13.000,460101,,0 GLANKLER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.962340638, 35.151375659]}",3,8,6,1,2,7,1,6,,2022-02-15T08:45:46.000,,054,,,,05,30-P,,,,,Weeds Removed by Owner,2021-11-14T23:50:10.000,2022-02-15T08:45:47.000,2021-07-19T08:00:00.000,"Nelson, Roderick D",GLANKLER,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,7950466,5360742,10205,CW-Weeds Vacant Lots,Closed,Low,2021-07-26T09:50:58.000,PHONE,KIMBERLY.SMITH,OTHER,Community Enhancement,0 PILLOW,MEMPHIS,TN,048010  00025,002,2021-07-26T12:00:16.000,2023-08-19T17:39:13.000,460101,,0 PILLOW MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.015021102, 35.105071079]}",3,8,6,1,2,7,1,6,GROUNDS WILL RESUME CUTTING IN SPRING 2022,2022-02-25T15:08:58.000,,117,,,,04,43-J,,,,,Please see Resolution Summary,2022-02-25T15:08:58.000,2022-02-25T15:08:59.000,2021-07-26T08:00:00.000,"Nelson, Roderick D",PILLOW,4,460101,460101,
Public Works,Grounds Maintenance,Weeds,8078842,5478402,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-10-20T19:14:20.000,WEB,TAJMAH.POWELL,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00058,003,2021-10-21T04:00:49.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,,2021-12-20T08:38:13.000,,154,,,,06,62-J,,,,,Weeds Removed - Final Review Completed,2021-11-29T12:45:08.000,2021-12-20T08:38:15.000,2021-10-20T08:00:00.000,"Nelson, Roderick D",PARKER,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,7863020,5274896,10205,CW-Weeds Vacant Lots,Closed,Low,2021-05-25T12:33:04.000,PHONE,ALISHA.PAYTON,FINAL-REVIEW-COMPLETED,Community Enhancement,0 PARKER,MEMPHIS,TN,075017  00033,003,2021-05-25T16:00:04.000,2023-08-19T17:39:13.000,460101,,0 PARKER MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.950011388, 35.087564765]}",3,8,6,1,2,7,1,6,,2021-11-15T12:45:35.000,,154,,,,06,62-E,,,,,Weeds Removed - Final Review Completed,2021-11-08T20:00:21.000,2021-11-16T16:00:15.000,2021-05-25T08:00:00.000,"Nelson, Roderick D",PARKER,4,460101,460101,
Public Works,Grounds Maintenance,Weeds,8012942,5418390,10205,CW-Weeds Vacant Lots,Closed,Low,2021-09-02T10:45:10.000,PHONE,CAROLYN.FRANKLIN,NO VIOLATION,Community Enhancement,0 JAMES RD,MEMPHIS,TN,083035  00008,006,2021-09-02T12:00:23.000,2023-08-19T17:39:13.000,460101,,0 JAMES RD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.984625281, 35.198534944]}",3,8,6,1,2,7,1,6,,2021-09-21T08:45:10.000,,021,,,,07,15-H,,,,,No Violation,2021-09-21T08:45:10.000,2021-09-21T21:51:32.000,2021-09-02T08:00:00.000,"Nelson, Roderick D",JAMES RD,1,460101,460101,
Public Works,Environmental Maintenance,Others,8074452,5474234,10694,EMI-Repair Miscellaneous,Closed,Medium,2021-10-18T10:05:03.000,WEB,DIANA.SMITH,OTHER,EMI Repair - New,0 OVERTON CROSSING ST,MEMPHIS,TN,071052  00127,001,2021-10-18T12:00:23.000,2023-09-15T16:00:23.000,460101,,0 OVERTON CROSSING ST MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.994024631, 35.216092717]}",3,8,6,1,2,7,1,6,Work Order is Closed,2021-11-02T15:00:48.000,,,,,,07,,,,,,Please see Resolution Summary,2021-11-02T15:00:48.000,2023-09-15T15:32:58.000,,,OVERTON CROSSING ST,0,460101,460101,
Public Works,Grounds Maintenance,Weeds,7911118,5322222,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-06-26T16:17:38.000,WEB,RUSSELL.SIMMONS,WEEDSCUTOWN,Community Enhancement,0 NATIONAL,MEMPHIS,TN,062016  00012,006,2021-06-27T04:00:04.000,2023-08-19T17:39:13.000,460101,,0 NATIONAL MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.944307358, 35.168528296]}",3,8,6,1,2,7,1,6,,2021-10-04T12:49:38.000,,043,,,,07,,,,,,Weeds Removed by Owner,2021-09-22T06:50:08.000,2021-10-04T12:49:50.000,2021-06-28T08:00:00.000,"Nelson, Roderick D",NATIONAL,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,7998410,5404094,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-08-24T15:29:00.000,WEB,CORLETTA.TIPTON,FINAL-REVIEW-COMPLETED,Community Enhancement,0 TARANSAY,MEMPHIS,TN,084007  00117,001,2021-08-24T12:00:09.000,2023-08-19T17:39:13.000,460101,,0 TARANSAY MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.959412838, 35.213975671]}",3,8,6,1,2,7,1,6,,2021-11-23T13:47:35.000,,021,,,,01,,,,,,Weeds Removed - Final Review Completed,2021-10-27T19:35:28.000,2021-11-23T13:47:37.000,2021-08-24T08:00:00.000,"Nelson, Roderick D",TARANSAY,3,460101,460101,
Public Works,Code Enforcement,Miscellaneous,7908780,5320104,10396,CE-Code Miscellaneous,Closed,Low,2021-06-24T16:20:29.000,PHONE,CHRISTINA.MCENTYRE,NJ,Community Enhancement,0 PILLOW,MEMPHIS,TN,048010  00025,002,2021-06-24T20:00:05.000,2023-08-19T17:39:13.000,460101,NOT-CATEGORIZED,0 PILLOW MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.015021102, 35.105071079]}",3,8,6,1,2,7,1,6,PER INSPECTOR LEWIS THERE WERE NO VIOLATIONS,2021-07-01T14:37:36.000,,117,,,,04,43-J,,,,,Case not justified,2021-07-01T14:36:58.000,2021-07-01T14:37:36.000,2021-06-24T08:00:00.000,"Hill, Cori W Sr.",PILLOW,1,460101,460101,
Public Works,Grounds Maintenance,Weeds,7911124,5322228,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-06-26T16:21:02.000,WEB,RUSSELL.SIMMONS,WEEDSCUTOWN,Community Enhancement,0 NATIONAL,MEMPHIS,TN,062016  00014,006,2021-06-27T04:00:04.000,2023-08-19T17:39:13.000,460101,,0 NATIONAL MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.944307358, 35.168528296]}",3,8,6,1,2,7,1,6,,2021-10-04T12:51:54.000,,043,,,,07,23-K,,,,,Weeds Removed by Owner,2021-09-22T06:50:10.000,2021-10-04T12:51:56.000,2021-06-28T08:00:00.000,"Nelson, Roderick D",NATIONAL,3,460101,460101,
Public Works,Street Maintenance,Cleanup,7880300,5292046,10201,PW (ROW)-Alley Cutting,Closed,Medium,2021-06-07T08:36:15.000,WEB,GIS,OTHER,Public Works,0 HALE,MEMPHIS,TN,033014  00014,002,2021-06-07T12:00:17.000,2023-08-19T17:39:13.000,460101,,0 HALE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.964314941, 35.142072133]}",3,8,6,1,2,7,1,6,Serviced by Public Works,2021-06-07T17:39:52.000,,,,,,05,,,,,,Please see Resolution Summary,2021-06-07T17:39:52.000,2021-06-07T12:50:16.000,,"Butler, Keith D.",HALE,0,460101,460101,
Public Works,Grounds Maintenance,Weeds,7956824,5366402,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-07-28T19:14:11.000,WEB,JACQUELINE.OWENS,WEEDSCUTOWN,Community Enhancement,0 HALE,MEMPHIS,TN,037028  00044,002,2021-07-29T04:00:36.000,2023-08-19T17:39:13.000,460101,,0 HALE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-89.964314941, 35.142072133]}",3,8,6,1,2,7,1,6,closed by resolve list,2022-01-27T08:47:50.000,,054,,,,05,37-A,,,,,Weeds Removed by Owner,2022-01-24T08:40:11.000,2022-01-27T08:47:51.000,2021-07-28T08:00:00.000,"Nelson, Roderick D",HALE,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,8112676,5508436,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-11-24T18:21:30.000,WEB,CORLETTA.TIPTON,OTHER,Community Enhancement,0 S MCLEAN BLVD,MEMPHIS,TN,031057  00015,006,2021-11-24T16:00:28.000,2023-08-19T17:39:13.000,460101,,0 S MCLEAN BLVD MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00067832, 35.13131748]}",3,8,6,1,2,7,1,6,THIS PARCEL WILL BE REVISIT IN THE NEW SEASON 2022,2022-02-25T11:11:37.000,,083,,,,04,,,,,,Please see Resolution Summary,2022-02-25T11:11:37.000,2022-02-25T11:11:38.000,2021-11-24T08:00:00.000,"Nelson, Roderick D",S MCLEAN BLVD,3,460101,460101,
Public Works,Grounds Maintenance,Weeds,8072474,5472152,10205,CW-Weeds Vacant Lots,Closed,Medium,2021-10-15T15:32:18.000,WEB,SAMATHA.OTIS,FINAL-REVIEW-COMPLETED,Community Enhancement,0 E MCLEMORE,MEMPHIS,TN,013048  00012,001,2021-10-15T12:00:53.000,2023-08-19T17:39:13.000,460101,,0 E MCLEMORE MEMPHIS TN,"{'type': 'Point', 'coordinates': [-90.0521356, 35.1433781]}","{'type': 'Point', 'coordinates': [-90.00943715, 35.11541028]}",3,8,6,1,2,7,1,6,,2021-11-09T14:08:59.000,,093,,,,06,41-D,,,,,Weeds Removed - Final Review Completed,2021-11-08T03:35:17.000,2022-03-23T10:53:23.000,2021-10-15T08:00:00.000,"Nelson, Roderick D",E MCLEMORE,3,460101,460101,
